회사명,회사의종류,리뷰어분야,직원여부,지역,날짜,제목,좋은점,나쁜점,희망사항(경영진에게),성장,추천,승진기회가능성점수,복지급여점수,업무와 삶의 균형 점수,사내문화점수,경영진점수
에이비일팔공,IT/웹/통신,개발,현직원,서울,2021. 12,"보안업무를 보면서 다른 팀에서도 협업을 잘해주며, 발전 가능성을 중요시 해준다.","업무에 있어서 모든것을 지원해주려고 노력함, 스낵바이용 좋음, 야근식대 지원, 업무 환경이 자유로워 좋음","별다른 단점은 보이지 않지만, 업무를 능동적으로 처리하다 보니 수동적으로 업무를 보는사람은 다소 어려울 수 있다.",종종 보상체계에 대해서 불만을 표시하는 임직원들이 있는데 이러한 부분을 확실히 짚고 넘어 가주길 발라는거 외엔 나는 특히 바라는점은 없다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,80,100,100,80
에이비일팔공,IT/웹/통신,서비스/고객지원,전직원,서울,2021. 11,빛 좋은 개살구. 세상 물정 모르는 젊은 직원을 뽑아서 보상없는 열정을 강요하는 것 같다.,"스타트업 씬에서 꽤 유명한 편이고, 회사에서 PR을 잘해서 뭔가 멋진 스타트업을 다니고 있다는 느낌이 들게 함. 업무강도가 세서 일을 빠르게 배울 수 있음. 똑똑한 동료들. 자유로운 의견 개진",워라밸 최악. 야근 강요. 열정페이. 좁은 사무실. 경직된 분위기. 부바부지만 특정 부서는 군대 문화 심함. 세상 물정 모르지만 능력 있는 어린 직원들만 뽑아서 착취. 복지 매우 부족. 인력 부족,"경영진이 사내문화와 분위기에 관심을 가졌으면 하고, 직원들이 나가는 이유를 생각해보셨으면 좋겠습니다.",이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,60,20,20,20,20
에이비일팔공,IT/웹/통신,개발,전직원,서울,2021. 08,똑똑하고 젊은 친구들이 많아 배울것이 많다. 열정이 다들 넘친다,연차를 자유롭게 사용할 수 있음유능한 젊은 친구들이 많아 배울 것이 많음,복지가 더 많았으면 좋겠다.어쩔수 없는 수평적으로 보이지만 수직적인 구조,다들 열심히 하는 만큼 회사에서도 잘 대우 해줬으면 좋겠습니다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,60,60,60,60
에이비일팔공,IT/웹/통신,서비스/고객지원,전직원,서울,2021. 05,이미지 관리에 매우 힘쓰는 곳. 자칭 마테크 기업이라는 곳,나름 쾌적한 환경. 몇몇 능력있는 동료들. 역에서 가까운 위치,마테크 기업이라고 하지만 사실상 유명 해외서비스 국내제휴업체고평가된 느낌이 강하다,이미지관리 너무 멋있습니다. 앞으로도 좋은 사람들오게끔 열심히해주세요,이 기업은 1년 후      비슷할 것이다.,이 기업을 추천하지 않습니다.,40,40,60,40,40
에이비일팔공,IT/웹/통신,개발,전직원,서울,2021. 03,아주 좋은 개발문화를 가진 회사입니다. 내부 구성원들도 아주 훌륭한 분들이여서 언젠가는 뉴스에서 대박이 났다는 소식을 기대해봅니다.,좋은 개발문화를 가지고 있고 거의 구글과 같은 회사문화인거 같습니다. 그리고 젊고 훌륭한 동료들이 있어서 많이 배울수 있었습니다.,일반유저들이 사용하는 제품이 아니여서 지명도가 좀 낮은 편,좋은 인력들을 이용해서 대중들이 사용하는 좋은 제품을 만들어주세요.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,100,80,100,100
에이비일팔공,IT/웹/통신,기획/경영,현직원,서울,2021. 02,국내에서 경험하기 힘든 B2B SaaS 비즈니스와 Mar-tech 산업을 경험해볼 수 있는 곳. 뛰어난 역량을 가진 직원들이 많고 사내 분위기 좋음,수평적인 문화에 사람으로 인한 스트레스 받지 않음. 뛰어난 역량의 동료들로 인한 동기부여. 비개발자라 하더라도 기술에 대한 경험 및 역량을 기르기 좋음,빠르게 성장 중이다보니 아무래도 아직 시스템이 체계화 되어 있진 않고 만들어가는 중,모두가 정신 없이 바쁘지만 회사의 진행 상황이나 업데이트를 공유하는 시간이 꾸준히 있으면 좋겠음. 회사 근속 기간을 늘리기 위해 장기 근속자들을 위한 복지나 제도도 많이 만들어주면 좋겠음,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,80,60,100,80
에이비일팔공,IT/웹/통신,개발,현직원,서울,2021. 02,개인의 발전이 많은 곳. 정말 많은 개발 지식을 습득할 수 있으며 다양한 도메인 지식도 함께 학습 가능.,"스타트업의 장점인 수평적인 구조, 자유로운 의견, 자유로운 분위기 등을 잘 갖췄음.
수준 높은 개발 문화와 지식을 경험할 수 있음. 배우고 싶어한다면 정말 많은 것을 배울 수 있음.",일이 많다. 단 일을 통해 발전하고 의미 있는 결과를 만들 수 있음. 이런 분위기에 맞지 않는 사람은 굉장히 힘들 수 있음.,업무에 대한 보상을 주려고 노력하지만 부족한 것이 현실. 급여 + 다양한 보상을 제공 해줬으면 함.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,40,60,100,60
에이비일팔공,IT/웹/통신,개발,전직원,서울,2020. 11,개발자로써 많이 배울 수 있는 곳 같다. 언제나 응원하게 되는 곳,아주 자유로운 분위기에서 나오는 자연스러운 토론들. 모든 사람이 수평적으로 프로덕트에 대해 토의함,아직은 복지가 많이 부족한 점이 있다. 하지만 이또한 언젠가 회사가 성장하면 극복될 단점이라고 본다.,프로덕트에 더더욱 집중해서 아시아 최고의 ad tech 기업이 되어줬으면 한다,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,40,100,100,100
에이비일팔공,IT/웹/통신,서비스/고객지원,현직원,서울,2020. 03,자유로운 분위기에서 뛰어난 동료들과 함께 일할 수 있는 곳,각 분야에서 뛰어난 동료들이 많아 정말 배울 점이 많음. 누구든 이곳을 거쳐가면 마테크 분야에 대해 국내에서는 최상위 수준의 이해도를 갖게 될 것. 업계에서의 회사 인지도와 평판이 점점 좋아지고 있음.,인원이 많아지고 있어 사무실 자리가 점점 부족해지고 있음. 회의실이나 휴게 공간도 이제 인원에 비해서는 부족한 편이 된듯.,이제 막 인지도가 올라가고 있는 만큼 원활한 채용이나 세일즈를 위해서라도 기업 PR 에도 많은 신경을 쓰면 좋겠습니다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,100,80,100,100
에이비일팔공,IT/웹/통신,개발,현직원,서울,2020. 03,"백엔드 개발자로써 많은 트래픽을 경험할 수 있고 엄청 체계적이진 않지만 나쁘지 않은 개발 문화가 자리잡혀 있음
(정기적인 내부 지식 공유, 회고, 포스트모템 등)","개발자
- 트래픽이 많음. 분산처리 시스템에 대한 경험을 할 수 있음
- 코드리뷰 문화가 자리잡혀 있고, 인프라 경험도 할 기회가 있음
- 티켓 기반의 일 처리 및 해당 티켓 작업자들은 티켓의 진행방향에 대해 자유롭게 의견을 낼 수 있음. 의사결정에 참여할 수 있는 것이 장점
- 도메인 지식이 중요한 프로덕트 개발 경험 가능

회사
- 수평적이고 젊은 분위기
- 일을 함에 있어 본인이 간접적으로 관련이 있다 하더라도 다들 적극적으로 도와주려는 마인드가 있어서 좋음
- 야근 시 제한 없는 저녁식대 지원","복지가 무난한 편
회사 인지도가 낮고 B2B 프로덕트에 분야도 광고 도메인이라 무슨일을 하는지 설명하기 쉽지 않음",2020년 하반기에는 회사 인지도를 높일 수 있으면 좋겠습니다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,100,80,80,80
에이비일팔공,IT/웹/통신,개발,현직원,서울,2020. 02,빠르게 성장하는 기업. 많은 트래픽을 견뎌내는 기술력을 가지고 있음.,"기술력이 좋으므로, 많은 성장을 할 수 있음. 수평적인 문화. 연차 눈치보지 않음.","아직 회사 규모가 작은게 아쉬움. 실제로 매출을 내고 있으나, 좀더 빠른 성장을 하기 위해 많은 투자가 들어오길 바람.",조금 더 좋은 복지를 제공하면 좋을 듯 하다. 그것말곤 없다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,60,60,80,80
에이비일팔공,IT/웹/통신,영업/제휴,현직원,서울,2019. 10,세계적으로 유명한 다양한 마케팅 테크놀로지 기업들과 파트너십이 맺어져 있어 가장 빠른 마테크 동향을 체크할 수 있으며 에이비일팔공 자체적으로도 어트리뷰션 솔루션을 개발하고 있는 초고속 성장이 기대되는 기술 기업.,수평적이며 자율적인 근무 문화를 가지고 있어서 회사의 성장에 기여하는 동시에 개개인의 성장에도 집중할 수 있는 문화가 형성되어 있는 점.,에이비일팔공을 다닌다고 하면 부모님 혹은 주변 친구들에게 어떤 회사인지 소개를 하는 작업이 필수적임. 그만큼 대외적으로 크게 알려져 있지 않아 불편,회사의 내재적인 성장 가능성을 외부에 잘 전달해주셨으면 좋겠음. 아주 만족하고 다니는 회사인데 외부에서 바라보는 인지도는 조금 떨어지는 편.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,80,80,100,80
에이비일팔공,IT/웹/통신,기획/경영,현직원,서울,2019. 07,"글로벌시장을 목표로 빠르게 성장하고 있는 속도를 체감할 수 있는 기업,
자유롭게 의견을 주고 받으며 주도적이고 적극적으로 업무 할 수 있는 기업.","- 실력은 당연히 갖췄을뿐더러, 열심히 일 하는 배울점이 많은 동료들과 함께하며 자극을 받고 성장할 수 있다.
- 일을 잘 하기 위해서 필요한 환경, 도구들은 최대한 지원해준다.
- 수평적이고 자유로운 분위기에서 근무할 수 있다.
- 특별한 복지에 생일휴가가 있다.",- 성장중인 회사인만큼 아직은 회사의 네임밸류가 부족해서 주변에 설명이 필요하다.,"지금 함께 하고 있는 좋은 사람들과 오래 갈 수 있도록, 더 좋은 사람들이 많이 올 수 있도록 내외부 모두 잡을 수 있는 경쟁력 있는 회사가 되었으면 좋겠다.",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,80,80,100,80,80
에이비일팔공,IT/웹/통신,개발,현직원,서울,2018. 07,"나도, 회사도 함께 성장할 수 있는 회사","스타트업이라면 당연하지만 자유로운 분위기. 앞으로 비전이 있고, 스타트업에서 흔치 않은 수준의 트래픽을 경험할 수 있기 때문에 개발자로서도 성장할 수 있는 곳","사내 문화는 아직 잘 정착되지 않은 것 같음. 창업한지 얼마 안 된 팀이다보니 아직 문화라는 것이 자리 잡기보다는 만들어나가는 과정인 것 같다고 느껴짐. 기존에는 할 일 이 많은 것에 비해 사람이 너무 부족해서 힘들었는데, 이제 대규모 채용을 시작해서 나아질 것으로 보임.",더 발전해서 실리콘밸리의 모 회사와 비교해도 손색이 없는 회사가 될 수 있길 바랍니다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,80,100,80,80
에이비일팔공,IT/웹/통신,서비스/고객지원,현직원,서울,2018. 04,능력자들과 함께 일하며 같은 꿈을 꾼다는게 자랑스러운 곳,"수평적인 분위기, 능력있는 팀원들, 성장비 지원, 저녁 지원, 개발자가 아니더라도 개발을 배우며 전문가가 될 수 있음",화장실이 남녀 화장실 하나씩 밖에 없다. 저녁을 시켜먹는 게 대부분인데 살이 찐다.,"딱히 없는데, 너무 바빠보여서 건강 잘 챙기셨으면 좋겠습니다.",이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,100,100,100,100
잡플래닛,IT/웹/통신,기획/경영,현직원,서울,,코시국에 직원들에게 제공하는 복지문화 Good,"주니어에서 시니어로 넘어오는 경력자들에게 추천
경험해온 내용들을 주체적으로 펼칠수가 있다. 
7시부터 10시까지 분단위로 출근할 수 가 있음 
연차가 많아서 번아웃될뻔? 하다가도 예방할 수 가 있다ㅋㅋㅋㅋ여름휴가 돌봄휴가 ...유급병가까지.ㅋㅋ

작년, 올해초까지만해도 부정적인 고인물들과 정치하는 사람들이 많았으나 거의 없어진거같음(제발 다른회사가서 사기치지 마세요.) 
개인의사에 맞춰서 유닛도 결정할 수 있도록 존중해준다.","재택근무가 장기화되면서 회사에서 소속감을 찾을 수 있는 활동이 거의없다. 
경력자에게는 추천하는 회사이지만, 신입 주니어 레벨에서는 다소 높은 업무강도가 있을 수 있다.",수익이 늘어나는 만큼 연봉도 올려주실꺼죠??ㅎㅎㅎㅎㅎㅎ,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,100,100,100,100,100
잡플래닛,IT/웹/통신,기획/경영,현직원,서울,,드디어 수익모델이 잘 잡혀가고 있다. 작년하고 올해 빠르게 성장하고 있다. 내부적으로 일이 많지만 그럭저럭 잘 해내고 있다.,"동료들이 좋다.서로 배려 하고, 실력에 대한 자부심 있다. 워라벨 좋고, 마지막주 금요일 하프데이, 기업 문화가 좋다. 요새 성장하고 있다.",수평적이면 수평적 수직적이면 수직적 좀 정해졌으면 한다. 두개가 섞여 있어서 어느 장단에 따라야 할지 모르겠다.,수익이 조금씩 나서 신납니다. 앞으로 더 빠르게 자랐으면 좋겠습니다.,이 기업은 1년 후      성장하고 있을 것이다.,이 기업을 추천 합니다!,60,80,100,100,100
